,Obj1XPos,Obj1YPos,Obj1Dir,Obj2XPos,Obj2YPos,Obj2Dir,CollisionX,CollisionY,Outcome
10566,5,0,5,0,1,1,5,0,0
10567,5,1,0,2,3,0,5,0,0
10568,1,4,0,4,0,5,1,1,0
10569,4,1,3,8,3,2,6,3,0
10570,8,2,3,0,6,6,10,4,0
10571,8,6,2,4,2,3,8,6,1
10572,6,5,0,5,6,2,6,0,0
10573,1,7,6,8,8,6,3,7,0
10574,6,0,0,4,2,3,6,0,0
10575,8,8,3,8,6,4,1,1,0
10576,3,6,2,3,0,4,5,6,0
10577,2,3,4,0,8,4,2,0,0
10578,3,2,4,8,8,4,3,0,0
10579,2,7,2,0,6,1,4,7,0
10580,7,3,3,0,6,5,9,5,0
10581,0,3,6,6,8,6,0,3,0
10582,4,4,5,7,5,1,2,6,0
10583,1,4,0,4,6,4,1,1,0
10584,7,0,1,7,6,0,7,0,1
10585,1,3,3,8,5,0,3,5,0
10586,5,3,4,2,8,5,5,0,0
10587,8,3,2,0,8,1,10,3,0
10588,3,6,3,8,5,1,5,8,0
10589,6,8,2,4,0,3,8,8,0
10590,2,8,4,1,7,1,2,0,0
10591,1,7,2,6,2,3,3,7,0
10592,0,7,1,7,7,0,0,7,0
10593,7,0,3,1,0,0,7,0,0
10594,4,3,6,1,1,3,2,3,0
10595,3,2,2,1,5,6,5,2,0
10596,4,2,2,6,7,6,6,2,0
10597,4,6,4,7,3,5,4,0,0
10598,3,8,5,2,7,3,1,10,0
10599,0,1,5,8,1,1,6,7,1
10600,7,4,3,5,0,4,9,6,0
10601,8,7,2,8,1,1,6,7,1
10602,6,6,1,7,4,1,8,4,0
10603,7,2,1,5,8,5,9,2,0
10604,8,7,6,7,4,3,6,7,0
10605,1,1,6,4,7,1,1,1,0
10606,6,8,5,6,1,3,4,10,0
10607,6,5,5,6,2,0,4,7,0
10608,1,0,6,5,0,5,2,0,0
10609,4,3,4,7,0,1,4,0,0
10610,8,7,0,7,8,3,8,0,0
10611,4,2,1,2,5,6,6,2,0
10612,0,7,0,2,2,1,0,7,0
10613,0,0,4,2,8,4,0,0,0
10614,2,0,3,5,3,5,2,0,0
10615,7,1,5,2,8,5,7,3,0
10616,3,3,3,7,1,1,1,1,0
10617,4,4,3,8,4,0,1,1,0
10618,8,4,2,4,7,1,10,4,0
10619,4,2,2,7,3,4,6,2,0
10620,3,6,0,0,0,1,3,0,0
10621,4,7,2,5,4,2,6,7,0
10622,2,3,4,6,3,0,2,0,0
10623,1,0,6,7,7,6,2,0,0
10624,1,8,4,7,6,0,1,10,0
10625,3,8,3,4,7,0,5,10,0
10626,0,4,5,6,8,4,0,4,0
10627,1,3,1,5,4,2,3,1,0
10628,7,0,0,6,5,3,7,0,0
10629,0,7,1,3,5,2,0,7,0
10630,3,3,2,5,6,6,5,3,0
10631,4,0,6,4,7,6,4,0,0
10632,4,5,0,3,2,2,4,0,0
10633,0,4,5,3,6,0,0,4,0
10634,7,0,6,5,4,2,7,0,0
10635,5,7,0,4,7,0,5,0,0
10636,0,6,0,0,2,3,0,6,0
10637,4,6,2,3,5,4,6,6,0
10638,4,3,3,2,6,0,6,5,0
10639,5,3,4,0,1,2,5,0,0
10640,0,0,4,0,4,2,0,0,0
10641,7,3,2,4,5,2,9,3,0
10642,1,2,1,1,1,3,3,2,0
10643,8,5,6,3,3,0,6,5,0
10644,1,5,3,2,1,6,3,7,0
10645,3,2,0,0,1,6,3,0,0
10646,0,1,6,3,6,6,-20,1,0
10647,2,4,5,8,0,2,2,6,0
10648,1,7,0,7,8,5,1,1,0
10649,6,1,3,2,0,5,8,3,0
10650,7,2,2,4,7,6,9,2,0
10651,2,1,3,3,6,1,4,3,0
10652,8,7,5,3,2,3,6,9,0
10653,0,5,6,1,6,4,0,5,0
10654,7,6,5,6,2,2,5,8,0
10655,0,1,3,1,3,4,2,3,0
10656,0,2,3,5,1,2,0,2,0
10657,0,5,5,6,6,3,0,5,0
10658,1,2,5,2,6,3,3,4,0
10659,1,4,3,3,8,5,3,6,0
10660,1,1,6,3,4,5,1,1,0
10661,5,3,0,5,4,1,5,0,0
10662,4,5,4,3,7,2,4,0,0
10663,6,4,3,5,8,1,8,6,0
10664,4,0,0,7,4,1,4,0,0
10665,6,4,2,8,6,0,8,4,1
10666,8,5,0,0,4,4,8,0,0
10667,6,5,0,7,0,5,6,0,0
10668,8,6,3,2,5,0,10,8,0
10669,7,0,3,8,0,2,7,0,0
10670,7,8,5,5,4,1,5,10,0
10671,4,0,3,4,8,5,4,0,0
10672,2,5,5,6,4,3,2,7,0
10673,8,8,4,2,8,0,8,0,0
10674,0,4,5,8,2,4,0,4,0
10675,2,8,0,1,2,4,2,0,0
10676,5,3,5,2,8,0,3,5,0
10677,5,4,2,5,8,5,7,4,0
10678,6,6,5,0,0,3,4,8,0
10679,8,8,5,1,2,3,6,10,0
10680,6,0,2,8,1,5,6,0,0
10681,6,2,4,8,3,4,6,0,0
10682,1,5,5,7,3,1,3,7,0
10683,7,5,2,2,1,3,9,5,0
10684,2,0,4,8,6,2,2,0,0
10685,1,6,4,0,3,4,3,8,0
10686,7,6,3,7,3,4,9,8,0
10687,7,8,5,0,2,0,5,10,0
10688,8,3,3,1,4,0,10,5,0
10689,1,5,6,0,4,5,3,5,0
10690,6,0,5,4,6,4,6,0,0
10691,2,5,0,5,6,1,2,0,0
10692,4,1,4,8,0,0,4,0,0
10693,7,2,3,6,0,0,9,4,0
10694,8,5,0,1,4,6,8,0,0
10695,3,7,5,3,0,3,1,9,0
10696,7,2,2,8,2,4,9,2,0
10697,7,0,3,4,3,0,7,0,0
10698,8,3,2,5,6,2,10,3,0
10699,6,5,4,6,6,2,6,0,0
10700,6,1,2,2,4,2,8,3,0
10701,0,2,6,6,2,2,0,2,0
10702,5,5,1,0,8,4,7,3,0
10703,2,5,3,0,5,0,4,7,0
10704,4,6,6,2,6,4,2,6,0
10705,8,1,6,3,5,1,1,1,0
10706,1,5,5,6,4,5,3,7,0
10707,7,8,0,7,6,4,7,7,1
10708,2,6,5,4,6,0,2,8,0
10709,7,4,0,2,1,4,7,0,0
10710,4,0,5,7,0,4,4,0,0
10711,4,8,5,0,3,5,2,10,0
10712,5,4,4,2,1,1,5,0,0
10713,4,2,1,4,8,0,6,2,0
10714,3,1,0,3,0,4,3,0,1
10715,1,3,0,3,5,6,1,1,0
10716,7,3,0,6,6,4,7,0,0
10717,8,5,5,3,5,6,6,7,0
10718,0,4,4,7,2,6,0,4,0
10719,1,4,6,0,4,0,3,4,0
10720,1,0,1,7,1,0,2,-1,0
10721,3,0,6,7,4,0,3,0,0
10722,0,2,0,2,6,4,0,2,0
10723,0,4,1,0,3,3,0,4,0
10724,3,5,1,6,2,0,5,3,0
10725,2,1,2,8,0,6,4,7,0
10726,8,6,2,5,7,0,10,6,0
10727,4,4,4,3,6,4,4,0,0
10728,1,6,4,0,6,6,3,8,0
10729,0,1,3,7,6,4,2,3,0
10730,2,7,4,4,2,3,2,0,0
10731,0,6,2,3,4,2,0,6,0
10732,5,1,5,6,4,4,5,3,0
10733,2,4,5,7,0,3,2,6,0
10734,8,8,4,0,3,0,8,0,0
10735,0,5,0,2,3,5,0,5,0
10736,0,0,2,1,8,1,0,0,0
10737,7,0,5,6,7,6,7,0,0
10738,4,8,6,2,5,6,2,8,0
10739,5,1,6,4,1,4,1,1,0
10740,6,5,0,3,1,0,6,0,0
10741,3,3,2,5,6,6,5,3,0
10742,4,6,3,7,0,3,6,8,0
10743,3,1,4,5,7,3,3,0,0
10744,1,6,4,0,3,4,3,8,0
10745,6,2,1,3,7,1,8,2,0
10746,4,7,6,5,1,2,2,7,0
10747,7,8,5,5,7,3,5,10,0
10748,4,4,5,2,7,2,2,6,0
10749,2,8,5,5,2,4,5,7,1
10750,5,0,4,3,1,3,5,0,0
10751,4,0,5,0,4,5,4,0,0
10752,5,5,4,4,0,4,5,0,0
10753,1,4,3,0,0,0,3,6,0
10754,1,8,0,0,2,0,1,1,0
10755,4,4,4,4,2,5,4,0,0
10756,1,2,2,6,8,5,3,2,0
10757,4,4,1,1,8,6,6,2,0
10758,6,3,5,3,8,1,4,5,0
10759,3,5,4,5,0,5,3,0,0
10760,0,4,0,4,0,2,0,4,0
10761,6,3,2,5,2,0,8,3,0
10762,4,7,5,4,7,1,4,7,1
10763,5,5,0,2,6,1,5,0,0
10764,4,2,0,4,0,0,4,0,1
10765,0,1,4,4,8,0,0,2,0
10766,5,7,0,2,7,5,5,0,0
10767,5,3,4,0,3,3,5,0,0
10768,4,6,5,1,5,1,2,8,0
10769,3,3,1,8,5,1,5,1,0
10770,3,5,2,0,4,5,5,5,0
10771,8,3,5,6,5,3,6,5,0
10772,4,8,4,5,4,0,4,0,0
10773,2,2,3,5,6,3,1,1,0
10774,7,7,2,8,4,6,9,7,0
10775,7,3,4,6,0,3,7,0,0
10776,5,7,2,7,1,3,7,7,0
10777,4,7,6,7,0,4,2,7,0
10778,6,1,3,1,8,3,8,3,0
10779,2,4,5,3,1,3,2,6,0
10780,8,6,2,6,7,1,10,6,0
10781,8,8,4,5,4,4,8,0,0
10782,1,7,4,5,0,1,2,9,0
10783,6,4,2,7,8,1,8,4,0
10784,6,5,2,1,0,4,8,5,0
10785,2,1,0,0,6,5,2,0,0
10786,3,7,1,8,5,5,5,5,0
10787,5,8,2,8,5,6,7,8,0
10788,2,1,4,5,5,1,2,0,0
10789,0,6,6,3,6,0,0,6,0
10790,1,0,0,5,0,5,1,-20,0
10791,7,7,6,0,1,1,5,7,0
10792,0,8,4,5,3,2,0,8,0
10793,4,7,5,3,4,6,2,9,0
10794,1,6,4,7,5,3,3,8,0
10795,5,0,3,4,1,0,5,0,0
10796,3,1,6,4,8,5,1,1,0
10797,6,1,3,5,1,5,8,3,0
10798,4,4,6,2,3,4,2,4,0
10799,3,3,1,3,1,6,8,8,1
10800,4,6,4,7,5,3,4,0,0
10801,3,8,0,8,4,5,3,0,0
10802,8,1,5,7,1,3,8,3,0
10803,0,5,6,2,0,1,0,5,0
10804,8,1,1,6,7,6,10,3,0
10805,5,7,2,1,2,3,7,7,0
10806,5,8,4,1,8,6,5,8,1
10807,5,2,1,8,2,6,7,2,0
10808,1,3,5,6,7,2,3,5,0
10809,5,1,3,1,8,4,7,3,0
10810,1,2,4,3,2,6,7,4,0
10811,0,4,3,4,5,5,0,4,0
10812,7,4,1,5,6,6,5,6,1
10813,7,8,4,5,4,2,7,4,1
10814,8,7,5,0,4,5,6,9,0
10815,3,0,1,1,4,1,3,0,0
10816,1,2,4,7,7,4,7,4,0
10817,7,4,6,1,4,2,4,4,1
10818,1,6,4,4,6,6,3,8,0
10819,4,4,2,1,6,6,6,4,0
10820,4,8,4,4,2,5,4,0,0
10821,7,2,5,8,7,6,5,4,0
10822,3,4,2,7,8,4,5,4,0
10823,4,6,5,7,6,1,2,8,0
10824,7,6,5,6,8,3,5,8,0
10825,5,6,3,6,0,1,7,8,0
10826,0,2,5,3,1,4,0,2,0
10827,2,0,5,0,4,4,2,0,0
10828,6,3,3,6,7,6,8,5,0
10829,5,2,3,7,5,5,7,4,0
10830,6,2,3,0,4,6,8,4,0
10831,2,4,2,7,8,2,4,4,0
10832,5,8,2,6,8,2,7,8,0
10833,7,1,0,3,8,5,7,0,0
10834,6,2,2,0,7,4,8,2,0
10835,4,8,5,1,4,5,2,10,0
10836,5,7,6,4,6,3,3,7,0
10837,3,6,6,7,7,4,1,6,0
10838,7,6,5,4,2,4,5,8,0
10839,7,0,6,6,1,3,7,0,0
10840,3,2,3,0,1,6,5,4,0
10841,3,6,6,8,6,0,1,6,0
10842,0,3,2,8,5,5,0,3,0
10843,0,7,2,0,5,3,0,7,0
10844,3,0,4,4,4,2,3,0,0
10845,4,6,3,6,7,6,5,7,1
10846,2,5,3,6,5,3,8,9,1
10847,1,7,5,0,7,6,3,9,0
10848,0,5,0,3,3,4,0,5,0
10849,1,2,1,7,6,6,3,2,0
10850,4,4,2,3,5,0,6,4,0
10851,5,3,3,6,2,2,7,5,0
10852,3,3,5,3,6,2,1,5,0
10853,2,5,4,1,6,2,2,6,1
10854,1,7,2,1,5,4,3,7,0
10855,5,1,1,4,7,1,7,3,0
10856,2,5,0,0,0,2,2,0,0
10857,3,7,2,1,4,2,5,7,0
10858,4,5,3,3,3,2,6,7,0
10859,3,0,0,0,3,1,3,0,0
10860,8,2,0,1,8,2,8,0,0
10861,1,0,2,5,5,3,2,0,0
10862,3,5,4,2,0,3,3,0,0
10863,7,6,2,8,6,3,9,6,0
10864,1,3,5,4,1,5,3,5,0
10865,4,2,6,2,6,0,2,2,1
10866,8,8,3,6,4,3,1,1,0
10867,4,3,3,7,0,0,6,5,0
10868,4,4,5,7,4,5,2,6,0
10869,7,1,2,2,7,3,9,2,0
10870,8,6,2,5,2,6,10,6,0
10871,5,4,5,6,6,5,3,6,0
10872,0,8,0,3,0,5,0,8,0
10873,3,0,5,0,5,3,3,0,0
10874,0,6,3,7,6,3,0,6,0
10875,5,1,5,4,3,3,5,3,0
10876,5,0,6,7,4,1,5,0,0
10877,8,4,5,6,1,2,6,6,0
10878,7,4,3,4,8,0,9,6,0
10879,1,1,2,2,7,0,1,1,0
10880,8,7,3,7,8,0,10,9,0
10881,1,3,3,6,2,4,3,5,0
10882,5,1,4,3,2,0,5,0,0
10883,4,7,3,6,0,6,6,9,0
10884,5,3,3,6,4,2,7,5,0
10885,0,3,5,8,5,5,0,3,0
10886,1,5,2,3,6,6,3,5,0
10887,1,0,4,1,2,0,1,1,1
10888,6,5,2,4,5,4,4,5,1
10889,6,2,6,3,1,6,4,2,0
10890,8,7,0,6,4,5,8,0,0
10891,2,7,1,6,7,1,8,1,1
10892,0,4,0,8,0,2,0,4,0
10893,8,2,2,2,6,6,10,2,0
10894,4,2,6,5,5,6,2,2,0
10895,8,3,1,5,0,0,10,1,0
10896,4,5,4,3,4,4,4,0,0
10897,7,2,6,6,0,2,5,2,0
10898,3,3,6,1,0,6,1,3,0
10899,0,8,4,4,5,5,0,8,0
10900,5,0,5,2,5,2,5,0,0
10901,3,1,2,0,1,5,5,6,0
10902,4,5,5,4,0,6,2,7,0
10903,2,8,4,3,8,5,2,9,1
10904,6,6,6,8,5,0,4,6,0
10905,2,5,3,4,4,0,4,7,0
10906,5,0,6,6,0,4,5,0,0
10907,6,2,3,2,2,4,2,6,1
10908,1,3,5,6,3,2,3,5,0
10909,7,6,1,8,5,0,9,4,0
10910,8,4,2,7,8,6,10,4,0
10911,5,3,5,7,6,5,3,5,0
10912,8,8,3,8,0,1,1,1,0
10913,2,3,0,7,2,0,2,0,0
10914,7,0,2,8,7,4,7,0,0
10915,4,4,2,7,6,3,6,4,0
10916,0,1,6,7,3,0,-20,1,0
10917,5,4,5,4,2,4,4,9,1
10918,8,6,3,1,5,0,10,8,0
10919,3,4,5,1,6,3,1,6,0
10920,7,4,1,4,4,4,4,7,1
10921,3,1,1,0,2,2,5,3,0
10922,5,8,1,8,3,3,7,6,0
10923,1,0,6,1,2,2,2,0,0
10924,6,3,3,3,1,3,8,5,0
10925,2,1,4,8,3,6,2,0,0
10926,6,0,5,8,2,5,6,0,0
10927,1,8,3,1,7,1,3,10,0
10928,2,7,4,7,5,3,2,0,0
10929,0,1,2,3,7,0,1,1,0
10930,6,2,1,3,1,3,8,2,0
10931,7,4,1,7,0,5,9,2,0
10932,7,3,4,7,6,2,7,0,0
10933,1,2,4,5,1,5,7,4,0
10934,4,5,4,2,5,0,4,0,0
10935,5,8,6,5,4,6,3,8,0
10936,5,2,3,6,5,2,7,4,0
10937,7,4,5,8,3,3,5,6,0
10938,5,7,0,3,1,3,5,0,0
10939,3,4,6,1,2,2,1,4,0
10940,0,6,4,3,4,6,0,6,0
10941,3,1,5,3,8,4,3,3,0
10942,5,2,3,4,1,5,7,4,0
10943,7,6,4,8,7,0,7,0,0
10944,7,7,6,4,7,6,5,7,0
10945,1,1,5,4,4,4,1,1,0
10946,6,4,0,4,2,0,6,0,0
10947,5,6,2,5,7,6,7,6,0
10948,0,3,1,0,8,5,0,3,0
10949,4,3,1,4,6,5,6,1,0
10950,0,1,1,7,2,0,2,3,0
10951,3,7,2,3,4,5,8,7,1
10952,3,8,5,2,4,6,1,10,0
10953,3,4,6,2,7,0,2,4,1
10954,7,3,4,7,3,1,7,3,1
10955,3,0,5,3,7,0,3,0,1
10956,2,5,3,1,4,3,4,7,0
10957,1,0,1,2,2,2,2,-1,0
10958,8,8,6,5,4,2,6,8,0
10959,1,2,1,5,8,0,5,4,1
10960,7,4,3,3,5,6,9,6,0
10961,6,3,6,8,4,3,7,3,1
10962,2,6,6,3,1,0,2,6,0
10963,5,4,5,2,5,4,3,6,0
10964,4,6,0,5,8,6,4,0,0
10965,6,6,5,5,4,3,4,8,0
10966,5,7,2,4,2,5,7,7,0
10967,0,2,0,5,4,6,0,2,0
10968,3,0,0,8,4,2,3,0,0
10969,5,4,2,3,0,1,7,4,0
10970,0,2,5,8,4,4,0,2,0
10971,5,8,6,0,8,4,3,8,0
10972,3,3,3,5,6,2,1,1,0
10973,7,5,3,7,6,2,8,6,1
10974,5,3,2,4,1,1,7,3,0
10975,3,6,5,6,5,6,1,8,0
10976,0,4,6,0,5,4,0,4,0
10977,8,2,5,0,8,2,6,4,0
10978,8,0,3,2,0,0,8,0,0
10979,8,1,6,3,1,3,1,1,0
10980,4,2,5,3,8,4,3,7,1
10981,6,7,1,0,3,4,8,5,0
10982,1,5,6,3,8,5,3,5,0
10983,0,1,1,3,0,3,2,3,0
10984,4,0,0,1,0,2,4,0,0
10985,7,4,6,6,3,6,5,4,0
10986,0,4,5,1,0,6,0,4,0
10987,1,5,1,8,4,4,3,3,0
10988,5,5,3,6,7,6,1,1,0
10989,4,0,5,2,8,3,4,0,0
10990,3,3,2,2,8,2,5,3,0
10991,1,3,4,7,6,2,6,5,0
10992,4,8,2,5,0,3,6,8,0
10993,0,7,6,0,3,1,0,7,0
10994,8,2,5,8,5,5,6,4,0
10995,0,5,4,0,3,6,0,5,0
10996,2,5,2,7,1,0,4,5,0
10997,0,1,1,6,0,0,2,3,0
10998,6,7,0,6,4,2,6,0,0
10999,1,1,3,7,1,3,1,1,0
11000,0,5,5,6,3,6,0,5,0
11001,1,4,5,3,1,6,3,6,0
11002,3,4,6,7,0,4,1,4,0
11003,2,6,5,8,3,4,2,8,0
11004,6,4,1,6,7,1,8,2,0
11005,1,8,6,1,5,2,3,8,0
11006,4,4,6,7,4,1,2,4,0
11007,6,1,4,4,3,0,6,0,0
11008,2,2,2,3,8,3,4,2,0
11009,4,4,2,5,0,6,6,4,0
11010,1,2,4,7,4,5,9,2,1
11011,5,4,2,1,2,5,7,4,0
11012,5,5,3,7,6,3,1,1,0
11013,7,6,6,0,8,5,5,6,0
11014,8,6,5,8,8,5,5,9,1
11015,8,3,5,1,2,0,6,5,0
11016,6,6,3,1,6,1,1,1,0
11017,4,7,1,5,1,2,6,5,0
11018,1,2,5,2,2,2,3,4,0
11019,6,1,3,6,6,6,8,3,0
11020,8,7,1,2,5,3,10,5,0
11021,0,8,6,8,0,0,0,8,0
11022,7,4,4,0,7,3,7,0,0
11023,2,8,5,8,1,1,2,10,0
11024,5,7,6,1,3,5,3,7,0
11025,5,1,6,6,4,3,1,1,0
11026,6,7,2,8,0,6,8,7,0
11027,0,6,1,0,4,2,0,6,0
11028,5,7,6,7,8,3,6,7,1
11029,2,5,1,6,8,5,4,3,0
11030,0,0,2,4,5,5,0,0,0
11031,5,0,3,1,6,6,5,0,0
11032,6,2,5,1,3,4,4,4,0
11033,2,1,1,0,3,0,4,3,0
11034,1,8,4,6,8,1,1,10,0
11035,3,1,4,4,4,1,3,0,0
11036,8,1,6,1,5,5,1,1,0
11037,6,5,2,4,3,6,8,5,0
11038,3,2,6,5,8,5,9,2,1
11039,8,2,6,5,4,0,6,2,0
11040,5,8,2,4,6,3,7,8,0
11041,3,2,5,4,4,1,1,4,0
11042,2,4,6,2,4,5,2,4,1
11043,6,4,3,0,7,1,8,6,0
11044,2,4,1,5,1,4,4,2,0
11045,4,8,0,8,3,2,4,0,0
11046,6,0,6,0,1,4,6,0,0
11047,1,8,1,5,7,5,3,6,0
11048,2,5,4,6,7,1,2,0,0
11049,3,1,5,7,2,3,3,3,0
11050,2,3,3,4,5,4,4,5,0
11051,2,7,2,4,6,6,4,7,0
11052,0,8,3,3,6,4,0,8,0
11053,6,4,6,0,8,5,4,4,0
11054,7,2,0,1,0,3,7,0,0
11055,4,3,6,2,2,3,3,3,1
11056,8,7,0,8,1,2,8,3,1
11057,3,1,6,2,7,6,1,1,0
11058,6,5,3,7,7,5,8,7,0
11059,0,7,2,5,1,2,0,7,0
11060,5,0,0,1,7,3,5,0,0
11061,1,2,6,7,5,4,3,2,0
11062,2,2,3,3,1,4,1,1,0
11063,1,1,2,3,6,3,1,1,0
11064,5,3,1,5,7,6,7,1,0
11065,5,2,3,5,0,0,7,4,0
11066,6,5,3,5,2,2,8,7,0
11067,8,3,5,7,7,2,6,5,0
11068,8,7,0,7,0,1,8,0,0
11069,6,3,4,5,4,5,6,0,0
11070,7,4,4,1,6,3,7,0,0
11071,3,5,6,1,7,6,1,5,0
11072,4,5,2,2,5,2,9,5,1
11073,8,7,5,0,2,6,6,9,0
11074,0,0,0,7,1,2,0,0,0
11075,0,2,4,0,0,1,0,2,0
11076,1,8,0,3,4,1,1,1,0
11077,6,4,1,2,7,3,8,2,0
11078,5,0,5,4,5,4,5,0,0
11079,6,3,6,8,6,5,9,3,1
11080,0,0,6,0,6,6,0,0,0
11081,2,4,0,0,0,1,2,0,0
11082,4,5,1,1,4,0,6,3,0
11083,5,8,0,8,1,2,5,0,0
11084,4,3,3,2,6,1,6,5,0
11085,8,5,4,2,6,4,8,0,0
11086,7,2,0,3,0,6,7,0,0
11087,6,1,0,7,2,0,6,0,0
11088,1,4,0,2,5,4,1,1,0
11089,7,2,1,0,3,3,9,2,0
11090,3,1,2,1,4,4,6,5,1
11091,8,8,1,4,0,4,10,6,0
11092,4,7,1,5,4,0,6,5,0
11093,8,0,5,3,6,6,8,0,0
11094,1,8,5,4,0,0,3,10,0
11095,4,2,4,7,5,0,4,0,0
11096,1,6,0,3,3,3,1,1,1
11097,3,2,4,2,1,3,3,0,0
11098,6,3,1,2,4,5,8,1,0
11099,0,2,4,2,2,6,0,2,0
11100,2,2,4,5,3,5,2,0,0
11101,7,5,6,2,7,6,5,5,0
11102,4,4,5,4,3,0,2,6,0
11103,2,5,2,4,1,2,4,5,0
11104,8,6,1,7,3,0,10,4,0
11105,7,1,5,5,5,6,7,3,0
11106,4,5,5,0,0,2,2,7,0
11107,0,0,3,4,7,5,0,0,0
11108,1,2,5,0,4,1,3,4,0
11109,3,6,0,6,7,4,3,0,0
11110,6,2,6,8,4,1,4,2,0
11111,8,8,1,0,0,6,10,6,0
11112,8,0,2,0,3,6,8,0,0
11113,8,6,3,2,5,1,10,8,0
11114,3,6,1,4,6,3,5,4,0
11115,0,8,5,1,6,1,0,8,0
11116,7,8,5,4,3,1,5,10,0
11117,4,5,1,2,2,1,6,3,0
11118,8,3,4,4,5,6,8,0,0
11119,8,6,4,0,3,3,8,0,0
11120,6,6,1,2,7,2,8,4,0
11121,6,2,0,1,5,6,6,0,0
11122,8,0,4,7,3,1,8,0,0
11123,3,5,2,4,0,2,5,5,0
11124,6,8,4,6,6,0,6,0,1
11125,6,8,2,1,7,0,8,8,0
11126,3,7,0,4,5,0,3,0,0
11127,5,1,4,6,5,3,5,0,0
11128,4,5,4,3,0,5,4,0,0
11129,7,5,6,6,4,6,5,5,0
11130,6,7,4,0,2,4,6,0,0
11131,8,2,0,6,0,4,8,0,0
11132,7,7,3,2,4,6,1,1,0
11133,8,8,0,2,5,0,8,0,0
11134,5,6,2,0,8,3,7,6,0
11135,6,7,0,6,1,4,6,4,1
11136,7,7,2,4,0,2,9,7,0
11137,5,4,2,0,2,6,7,4,0
11138,2,6,6,5,0,2,2,6,0
11139,4,8,0,7,3,3,4,0,0
11140,3,5,3,2,1,3,5,7,0
11141,4,7,3,3,0,2,6,9,0
11142,7,1,5,3,5,1,7,3,0
11143,1,5,4,0,6,4,4,7,0
11144,2,7,1,3,7,5,4,5,0
11145,8,6,6,2,6,4,2,6,1
11146,6,5,5,8,8,4,4,7,0
11147,7,8,4,4,8,2,7,0,0
11148,8,3,4,2,6,2,8,0,0
11149,8,0,3,0,7,2,8,0,0
11150,0,8,3,8,8,1,0,8,0
11151,1,5,0,7,6,5,1,1,0
11152,5,5,4,3,8,4,5,0,0
11153,0,3,4,3,6,5,0,3,0
11154,2,0,3,3,5,1,2,0,0
11155,4,5,5,2,7,0,2,7,0
11156,2,4,5,7,6,0,2,6,0
11157,3,2,3,8,4,1,5,4,0
11158,8,1,1,7,1,6,10,3,0
11159,5,8,0,5,3,6,5,0,0
11160,5,4,3,1,2,2,3,2,1
11161,3,4,5,3,6,2,1,6,0
11162,5,4,4,8,1,1,5,0,0
11163,4,5,4,7,6,5,4,0,0
11164,5,4,0,4,8,0,5,0,0
11165,0,1,2,1,1,2,1,1,1
11166,2,4,1,0,6,1,4,2,0
11167,2,1,1,8,5,0,4,3,0
11168,7,5,3,2,5,4,2,4,1
11169,8,1,4,2,5,5,8,0,0
11170,3,3,1,0,8,2,5,1,0
11171,1,4,3,1,6,3,6,9,1
11172,6,0,3,1,4,5,6,0,0
11173,5,4,0,5,4,4,5,4,1
11174,4,1,6,5,1,2,1,1,0
11175,4,4,0,3,5,5,4,0,0
11176,3,4,2,4,6,5,5,4,0
11177,0,1,1,8,8,0,2,3,0
11178,1,1,6,3,0,4,1,1,0
11179,3,7,4,2,7,6,3,0,0
11180,4,2,6,2,5,2,2,2,0
11181,3,3,0,3,3,6,3,3,1
11182,3,5,4,8,7,3,3,2,1
11183,5,5,1,1,2,5,7,3,0
11184,4,5,5,2,1,3,2,7,0
11185,0,4,0,3,6,3,0,4,0
11186,1,1,3,8,0,0,1,1,0
11187,7,8,4,2,1,3,7,0,0
11188,3,5,5,7,6,5,1,7,0
11189,5,8,3,4,6,5,7,10,0
11190,5,4,4,2,5,4,5,0,0
11191,1,6,4,1,2,6,3,8,0
11192,4,5,3,5,0,2,6,7,0
11193,7,4,2,6,8,1,9,4,0
11194,7,2,2,7,3,3,4,2,1
11195,5,1,6,2,3,4,1,1,0
11196,5,7,3,7,6,6,7,9,0
11197,6,0,2,0,8,2,6,0,0
11198,3,8,5,6,3,2,1,10,0
11199,0,8,3,5,2,0,0,8,0
11200,6,3,6,3,7,5,4,3,0
11201,8,6,4,0,2,5,8,0,0
11202,6,5,3,2,6,5,8,7,0
11203,7,8,6,0,8,4,5,8,0
11204,1,6,5,2,1,4,3,8,0
11205,8,4,0,7,5,5,8,0,0
11206,3,3,3,4,7,6,1,1,0
11207,5,2,0,6,0,4,5,0,0
11208,5,7,1,4,1,2,7,5,0
11209,2,6,1,1,2,2,4,4,0
11210,1,3,4,8,6,6,5,6,1
11211,4,1,1,0,0,6,6,3,0
11212,7,2,3,5,0,3,9,4,0
11213,5,3,5,0,1,5,3,5,0
11214,5,3,4,5,4,1,5,0,0
11215,2,5,1,4,3,6,4,3,0
11216,2,8,2,5,1,0,4,8,0
11217,7,3,4,6,2,4,7,0,0
11218,4,5,4,6,7,6,4,7,1
11219,1,5,1,5,8,2,3,3,0
11220,4,5,5,0,3,0,2,7,0
11221,1,0,5,2,4,0,3,2,0
11222,0,0,1,4,5,2,0,0,0
11223,3,3,6,0,2,6,1,3,0
11224,7,5,1,2,0,1,9,3,0
11225,4,2,3,0,5,1,6,4,0
11226,2,4,0,2,0,4,2,0,1
11227,7,2,6,7,4,3,5,2,0
11228,3,0,5,0,4,5,3,0,0
